Genome	C04M3AN_ss Relative Abundance (%)	C04M3CO_ss Relative Abundance (%)	C04M3CR_ss Relative Abundance (%)	C04M3DR_ss Relative Abundance (%)	C04M3DT_ss Relative Abundance (%)	C04M3F1_ss Relative Abundance (%)	C04M3F2_ss Relative Abundance (%)	C04M3F3_ss Relative Abundance (%)	C04M3HR_ss Relative Abundance (%)	C04M3HT_ss Relative Abundance (%)	C04M3OP_ss Relative Abundance (%)	C13F5AN_ss Relative Abundance (%)	C13F5CO_ss Relative Abundance (%)	C13F5CR_ss Relative Abundance (%)	C13F5DR_ss Relative Abundance (%)	C13F5DT_ss Relative Abundance (%)	C13F5F1_ss Relative Abundance (%)	C13F5F2_ss Relative Abundance (%)	C13F5F3_ss Relative Abundance (%)	C13F5HR_ss Relative Abundance (%)	C13F5HT_ss Relative Abundance (%)	C13F5OP_ss Relative Abundance (%)
unmapped	14.7362175	15.640765	15.939772	14.706779	13.361817	14.52291	15.819687	13.611507	16.433674	16.335123	15.009928	12.112975	11.325348	12.8833475	11.542225	11.380166	12.469691	12.027001	14.082569	12.578302	11.018759	13.016963
MGBC000001	0.028655669	0.21934363	0.16449781	0.11480888	0.043921288	0.1141549	0.14508349	0.019940475	0.11676601	0.1280048	0.14874099	0.0644098	0.12696505	0.07384722	0.13524514	0.031961896	0.1620945	0.08834638	0.016225051	0.075121336	0.06283159	0.1411389
MGBC000003	0.013430252	0.063100934	0.04993999	0.06681635	0.020743256	0.06833683	0.08836288	0.010178646	0.057585936	0.04832767	0.03906932	0.020268098	0.045097515	0.02596222	0.053589392	0.012680848	0.055006843	0.034942217	0.0069559603	0.026032083	0.023770569	0.06418901
MGBC000011	0.091221794	0.027823217	0.04105072	0.049876366	0.074475445	0.040239587	0.035368595	0.099113874	0.03198039	0.030264655	0.046503976	0.055262342	0.024054993	0.062553026	0.048701204	0.08320144	0.028116392	0.030238746	0.077679984	0.042936854	0.049038433	0.026617646
MGBC000013	0	0	0	0	0.000024549112	0	0	0	0.000013293832	0	0	0	0	0.000012295009	0.000026323012	0	0	0	0	0.000012304141	0.000012347715	0
MGBC000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC000019	0	0.000005746435	0	0	0.00004285769	0.0000056231634	0	0.000027793496	0	0.0000055897817	0	0	0	0	0.000043946176	0	0.000005152545	0	0	0	0	0
MGBC000020	0.00000937844	0	0.0000054789607	0.000005329419	0.0002065154	0.0000056844647	0	0.00016635998	0	0.0000055377045	0.00001065088	0	0	0	0.0002773911	0.0000086141	0.00001274399	0	0.00000839071	0	0	0
MGBC000029	0.0013354957	0.0016810333	0.0016944965	0.0026210214	0.001765639	0.0022627537	0.0021709632	0.00088613597	0.0026803901	0.0011173479	0.0027776004	0.0006948668	0.0007546012	0.0004308223	0.0016578705	0.000538962	0.0014243963	0.0006388767	0.0004479608	0.0008301522	0.00064589124	0.0024611058
MGBC000041	0.012874213	0.06470934	0.054186802	0.070510715	0.020274304	0.07433677	0.09598102	0.009167078	0.05476292	0.052824188	0.046220098	0.017321363	0.037546195	0.020163612	0.063630976	0.012706949	0.047354523	0.029013835	0.0100214565	0.021647042	0.016941	0.06841664
MGBC000042	0.0068286746	0.015265558	0.014711912	0.0125591615	0.007829597	0.010529103	0.015822742	0.005545571	0.009596843	0.00977525	0.007992165	0.003181094	0.010836799	0.005233723	0.0071832007	0.0023109277	0.0054372028	0.004438702	0.003066765	0.0086923	0.005788643	0.013670148
MGBC000050	0.0018132124	0.0027513313	0.0017996107	0.00092589087	0.0020319473	0.0012213334	0.0007432907	0.00079335837	0.0012949358	0.0014050917	0.0030960764	0.0047437614	0.0016001371	0.0006866799	0.000370584	0.00049085345	0.0018761051	0.004429663	0.0017290079	0.00089194207	0.00041539827	0.000010320479
MGBC000066	0.00066488027	0.0010093923	0.0012696385	0.001979838	0.0013571082	0.00054712564	0.000641673	0.0012018825	0.0011002785	0.00079898984	0.0031680278	0.0029804124	0.0022680368	0.0015963485	0.0054045706	0.0038983054	0.0017168978	0.0035777667	0.0062421747	0.0010019438	0.0011552924	0.00063794345
MGBC000077	0.09130402	0.02908364	0.042693082	0.053377595	0.07621808	0.040440343	0.034968548	0.102147065	0.027314164	0.028186094	0.048267167	0.06357612	0.029955842	0.07792251	0.06733035	0.10974232	0.03460651	0.03544916	0.08137984	0.039226066	0.056361992	0.021851037
MGBC000078	0.01755493	0.07816339	0.061002135	0.06014011	0.023511939	0.081717245	0.08317699	0.0125660235	0.070379905	0.07974763	0.05262367	0.022037046	0.059365116	0.042243596	0.055042222	0.015514113	0.049978267	0.031380117	0.008343822	0.02842069	0.023088856	0.058744304
MGBC000080	0.034476895	0.16367568	0.12959892	0.11390421	0.06307724	0.13833655	0.114974044	0.018147493	0.13011181	0.11104235	0.10748348	0.04647283	0.12208119	0.06879178	0.13385949	0.039590396	0.16102365	0.09433559	0.024141077	0.05737994	0.047698367	0.1270712
MGBC000081	0.000060148916	0.0006506936	0.00017103908	0.00012842947	0.000204337	0.000020753261	0.000030979227	0.000034173223	0.00019359175	0.0002257616	0.0001271592	0.000007986212	0.00035086606	0.000033682594	0	0.00007862246	0.00001926991	0.00002101435	0.000007658355	0.0021026246	0.0011065371	0
MGBC000082	0	0	0.000016745998	0.000016622891	0.000014815346	0	0	0	0.000016919697	0.00003396465	0.00003322096	0	0	0	0	0	0	0.000015455855	0	0	0	0
MGBC000083	0.01161394	0.08681162	0.07015679	0.059575472	0.01182383	0.030776836	0.04364956	0.006085317	0.07022896	0.045125484	0.065226436	0.011367993	0.051352486	0.017843574	0.043993574	0.01058788	0.02103783	0.019454762	0.0051839384	0.017725373	0.009628614	0.020779515
MGBC000089	0.017494794	0.27618834	0.16671416	0.09791503	0.041913707	0.084304035	0.09343725	0.011990226	0.13091725	0.11788194	0.09087055	0.027030213	0.09585597	0.039832886	0.11635348	0.023763783	0.0582913	0.05423684	0.010995803	0.036980126	0.04372159	0.057835184
MGBC000094	0.012831577	0.060747176	0.049964458	0.046368334	0.017077096	0.046653286	0.055492774	0.0066957916	0.045262713	0.03973762	0.038491346	0.023901328	0.057093516	0.0324024	0.042016886	0.013049409	0.05756049	0.037391827	0.008510394	0.032972146	0.024798699	0.057242237
MGBC000100	0.004636094	0.034290574	0.029312788	0.016708722	0.008089779	0.021771923	0.024587842	0.0031418542	0.025275243	0.027246851	0.022780828	0.010835903	0.033438586	0.01434048	0.020159092	0.007554684	0.033196364	0.021273594	0.0035448093	0.013319241	0.014152702	0.025047764
MGBC000110	0.014349035	0.08158557	0.059529483	0.06812345	0.024024468	0.07454433	0.10090538	0.009725855	0.061295606	0.06269002	0.052385192	0.030119427	0.06565341	0.037337784	0.060193114	0.02139796	0.08868924	0.053621437	0.012350086	0.039912157	0.028601194	0.086196035
MGBC000111	0.06219815	0.11039789	0.53479713	0.11440814	0.18859906	0.093375735	0.12874664	0.033072956	0.118859	0.38505706	0.06461621	0.024880374	0.06628354	0.03747943	0.074546695	0.016502595	0.05732648	0.03941445	0.009852175	0.028726256	0.025392534	0.070493534
MGBC000112	0.010823187	0.05826207	0.045963407	0.045953553	0.013903671	0.048715256	0.05668569	0.006861005	0.04776943	0.051388144	0.042702034	0.01439779	0.038857054	0.023236575	0.038072366	0.010423873	0.03328289	0.022086563	0.0060752975	0.02568135	0.016018331	0.0490262
MGBC000113	0.091146894	0.368073	0.27597177	0.36932334	0.12824085	0.26497912	0.3512073	0.124920726	0.25476488	0.17125608	0.09506016	0.044603195	0.080766745	0.059719287	0.12201739	0.028101042	0.10363527	0.065011516	0.0152076455	0.046475995	0.036453012	0.10443276
MGBC000116	0.024991052	0.101701505	0.07778178	0.09469408	0.033861607	0.09959868	0.10968597	0.01614933	0.12030294	0.0915797	0.08172994	0.18774317	1.1274977	0.32223532	0.69900835	0.16796829	1.2028829	1.1933507	0.08299691	0.44506252	0.20105192	0.10306431
MGBC000118	0.022862881	0.11694769	0.101642124	0.11366407	0.03207583	0.10351562	0.11511595	0.014224056	0.12705538	0.11317259	0.06314799	0.030415168	0.08623477	0.04805085	0.07719304	0.024750536	0.05941326	0.050855268	0.01250475	0.05926282	0.03318079	0.13175662
MGBC000120	0.013528357	0.079105906	0.06673541	0.052178044	0.020294033	0.05676304	0.069732234	0.008492343	0.05945628	0.053739306	0.051012393	0.031155676	0.10200567	0.039961427	0.05845613	0.01628715	0.07840401	0.05349389	0.0103305355	0.045487132	0.03270118	0.06736761
MGBC000134	0.000018346442	0	0.000021221433	0.000072284165	0.000028062901	0	0	0	0	0	0.000026739064	0.000014820003	0	0	0.000020060472	0.000016738872	0	0	0.000029348603	0.000016386144	0	0.000010276979
MGBC000135	0.014130448	0.07802728	0.052277938	0.04551295	0.018850159	0.03890313	0.05510945	0.0057107634	0.04977875	0.046141572	0.0470085	0.03839372	0.10649371	0.05385615	0.06273369	0.0215739	0.100277565	0.06858312	0.014519328	0.0649423	0.04292393	0.092781946
MGBC000137	0.0137538295	0.054494582	0.048427917	0.05692264	0.016523212	0.057145987	0.06394233	0.006647708	0.04407084	0.04692822	0.04764466	0.023182726	0.048698343	0.027552584	0.052460805	0.014389173	0.048494663	0.032701466	0.009057573	0.027477082	0.020456586	0.060776316
MGBC000139	0.000009957605	0	0.000011713237	0	0	0.000011670793	0	0.000009888556	0	0	0	0	0	0	0	0.000012840257	0	0	0	0.000009607733	0	0.000009296452
MGBC000141	0.0017749646	0.008045966	0.00891881	0.00908573	0.0027861209	0.009908572	0.010173003	0.00123818	0.010379369	0.010254169	0.0042190147	0.0016658171	0.012394132	0.0033877455	0.007255504	0.0015682647	0.0030955044	0.0030587288	0.00073786353	0.0044595236	0.0015117396	0.007982709
MGBC000146	0.014958948	0.07414928	0.05433385	0.059668608	0.019648368	0.055548687	0.07708358	0.0066722427	0.047291864	0.04712375	0.044802587	0.04578006	0.13029099	0.0573599	0.058314346	0.022870986	0.11066498	0.084020175	0.013819251	0.085360594	0.04506654	0.11804551
MGBC000147	0.028665127	0.0063329586	0.01962814	0.03404745	0.06875007	0.022907233	0.025027432	0.020931488	0.041558553	0.012056017	0.013284427	0.00056109106	0.0012067065	0.00082590355	0.0019117796	0.0005167722	0.001937127	0.0014792234	0.0004742593	0.0008927827	0.00083112204	0.0015915261
MGBC000151	0.0076968456	0.03424645	0.02610019	0.026729338	0.0089634955	0.028290877	0.040075906	0.0026963535	0.024695804	0.023603188	0.014822637	0.013400983	0.040583808	0.023060769	0.02004437	0.0067675104	0.034205265	0.023276024	0.004184266	0.026529953	0.019010495	0.04786191
MGBC000153	0.015593771	0.067903906	0.048887335	0.05756551	0.015132081	0.050736394	0.06474946	0.0040815193	0.048148423	0.046901345	0.038166404	0.044507846	0.16064826	0.06513297	0.055164315	0.020431973	0.14930701	0.07756619	0.0099134855	0.07665287	0.07345761	0.17697287
MGBC000158	0.020103645	0.0986178	0.10822996	0.07855357	0.03376362	0.0765303	0.09326798	0.0143714715	0.082760274	0.0908391	0.069334395	0.03405492	0.07348593	0.044021334	0.0922666	0.020170942	0.07166477	0.049983587	0.011452066	0.039563425	0.03224872	0.07992349
MGBC000161	0	0	0.00001038172	0.000009763107	0.00000893988	0	0	0	0	0.000010493982	0.000010023101	0	0	0.0000085092415	0	0.000005260855	0	0	0.000007843507	0	0	0
MGBC000170	0.022747748	0.10536002	0.09126739	0.083274096	0.026862375	0.09860356	0.09833944	0.012012414	0.09999014	0.13542518	0.07392389	0.037754804	0.122953996	0.04414468	0.09662131	0.022375057	0.07704732	0.046963368	0.012353624	0.060562316	0.02670531	0.09664207
MGBC000171	0.03257543	0.13726209	0.11451501	0.117925055	0.038454857	0.12291183	0.16569446	0.025174435	0.09646717	0.0902185	0.08752219	0.036499128	0.09160712	0.050600514	0.09429427	0.023287645	0.0850795	0.05658669	0.012792488	0.048790872	0.035553116	0.09547431
MGBC000172	0.000011877354	0.000013212439	0.000028513185	0.000013682576	0	0	0	0	0.00009786205	0	0.00002725296	0	0	0	0.000038254242	0	0	0	0	0	0.000011893907	0.000026703487
MGBC000176	0.023173478	0.08896397	0.07665744	0.07376345	0.028080823	0.092188	0.10306341	0.015756825	0.08227894	0.08709968	0.06808862	0.03023662	0.066471614	0.0474022	0.07118705	0.02223456	0.083068244	0.05237701	0.011642372	0.044119284	0.03213961	0.09932876
MGBC000178	0.0055583147	0.04144343	0.03276058	0.02246763	0.008787404	0.025590926	0.026705688	0.0035422866	0.031294253	0.033425506	0.032799136	0.012096073	0.023174351	0.011489297	0.023538062	0.0062422026	0.033851463	0.021284563	0.0052323896	0.016583173	0.010979554	0.026974622
MGBC000183	0.0052764653	0.0073720994	0.008853054	0.013121394	0.010591085	0.0039610104	0.0031900504	0.009627918	0.0069381366	0.004258384	0.007010612	0.009405663	0.008821336	0.00807959	0.018079722	0.017220553	0.007373649	0.008063355	0.0075274515	0.0065842345	0.0065389546	0.0054265796
MGBC000199	0	0.000012300622	0.0000116410565	0	0.0000050626727	0.000005978253	0.00000601662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC000200	0.2720614	1.9771973	1.1329437	0.7295198	0.30498904	0.57929647	0.75408363	0.054274507	1.1724377	1.1282818	1.370092	0.15768455	0.25610456	0.5562676	1.104768	0.25064117	0.31206763	0.23861681	0.07225224	0.06179873	0.17378075	0.7038478
MGBC000203	0.000011785768	0	0	0.000006608115	0	0.000021146	0.000021328677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC000210	0.0041852733	0.017933367	0.015534378	0.013870173	0.0051321774	0.0210778	0.021313451	0.0021907988	0.015619235	0.02069518	0.012193711	0.0053504906	0.017289257	0.008623312	0.012885619	0.0025129237	0.0098096365	0.006316517	0.001722835	0.007519007	0.00509723	0.015425457
MGBC000217	0.000031355175	0.000038843285	0.000024343068	0.000033577	0.000010658043	0.000025171088	0.000025502644	0.000020758502	0.000071819064	0	0.000011869786	0	0	0	0.000022856373	0.000028607741	0	0.000012743878	0	0	0	0.000030600353
MGBC000218	0	0	0	0	0	0	0.000012082654	0	0	0	0	0	0	0	0	0.000017589804	0	0	0	0.000009684803	0	0.0000073228925
MGBC000219	0.032417428	0.1694191	0.12072374	0.104878165	0.038763776	0.113904715	0.12934357	0.0155771235	0.114674605	0.107249506	0.1357092	0.13676879	0.36880666	0.117045365	0.16766068	0.047470257	0.29822925	0.2286977	0.03375589	0.15402478	0.11555628	0.15435414
MGBC000220	0.0014476944	0.00075852335	0.0017974714	0.007538932	0.004177839	0.00045331777	0.00042333186	0.0011503629	0.0013338423	0.0005757437	0.00026115365	0.00010847924	0.00006165301	0.00029313343	0.0007477557	0.00023987374	0.000082684914	0.0000677632	0.000060913248	0.000068813526	0.000027241726	0.00014717664
MGBC000224	0	0.000012729659	0.000007950089	0	0	0	0.000037777856	0.000020545802	0	0.000037065358	0	0	0	0.000010108536	0	0.000009375283	0	0	0	0.000030348128	0	0.0000143707775
MGBC000227	0.0029861017	0.017003788	0.015221111	0.016611451	0.0046790284	0.01560562	0.019218704	0.002016806	0.013757401	0.015495944	0.0127197355	0.0039661326	0.013055225	0.0050108023	0.010286229	0.0025847633	0.008807449	0.005805668	0.0014960893	0.006133075	0.0046993676	0.014527275
MGBC000234	0.000010635772	0.000024827055	0.000030915548	0.00001498491	0	0.00001587665	0.000015871303	0.000013093415	0.000030504936	0.000015782396	0.0000149737225	0	0.00002767711	0.000014258209	0.000042288826	0	0	0	0.000008358542	0.000022176806	0.000018459858	0.000041753523
MGBC000243	0.005975485	0.03846582	0.02812363	0.024781609	0.009711378	0.027752178	0.034656014	0.0029765486	0.030834189	0.028323168	0.021994907	0.012200831	0.034137942	0.016176753	0.02230646	0.0072522047	0.02836765	0.018062236	0.0038528254	0.016896874	0.011329683	0.035242427
MGBC000248	0	0	0	0	0.000020305402	0	0	0.000019774256	0.000011363911	0	0	0	0	0.000010766689	0	0	0	0	0.000017637421	0	0	0.00001107977
MGBC000251	0.0014753436	0.0067872927	0.0046296646	0.0032573743	0.0025756622	0.00628007	0.005521707	0.0012835128	0.0050489847	0.0057728905	0.004211098	0.0026954764	0.010550907	0.00414235	0.0070282794	0.0018608934	0.007160531	0.0049503744	0.0010855194	0.004422809	0.0040237256	0.0038804386
MGBC000269	0.022532612	0.094752386	0.081141286	0.07073125	0.020608831	0.063149676	0.069039896	0.0076084277	0.08386723	0.0666404	0.082310975	0.044656254	0.07881992	0.067002974	0.103970364	0.022613812	0.12637603	0.07166772	0.013071425	0.05036865	0.055926777	0.115038924
MGBC000272	0.01844032	0.3727215	0.22885652	0.07182262	0.04260014	0.06669096	0.07023102	0.01266655	0.13582817	0.14656503	0.2245254	0.27245995	0.28381413	0.11153164	0.8130771	0.085901394	0.663472	0.13714254	0.012944862	0.14396241	0.098613374	0.06320846
MGBC000275	0.00484812	0.0629116	0.04141114	0.019753126	0.0118211415	0.03356076	0.031579755	0.0037923006	0.05568681	0.04719527	0.02378045	0.0066161244	0.036901303	0.014791772	0.022164755	0.005591805	0.015223699	0.010375932	0.0029614638	0.010542701	0.0064036236	0.016253324
MGBC000287	0.000021293761	0.0000053919434	0.0000024417943	0.0000011415524	0.0000022533504	0.000004999205	0	0	0.0000012393973	0.000010900899	0.00002418284	0	0	0	0	0	0	0	0	0	0	0
MGBC000289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC000316	0.00097325695	0.006895694	0.0047688684	0.0031560007	0.0012411239	0.0041132015	0.003632453	0.0005226036	0.0054124445	0.006001488	0.0041551674	0.0014174057	0.007230021	0.0030973658	0.0042776684	0.0008155689	0.0041637924	0.0025249773	0.0005676372	0.0038597626	0.0024121518	0.008847304
MGBC000320	0.031016037	0.56778914	0.3388872	0.13246748	0.06559265	0.12061648	0.13784516	0.01806597	0.2026984	0.235513	0.35458672	0.12815419	0.16135666	0.08376353	0.36522263	0.052029505	0.31407985	0.09524246	0.0157513	0.09662876	0.080002256	0.1799039
MGBC000322	0	0.0000012055291	0	0	0	0.000005234057	0	0.0000009663823	0.000011257352	0	0	0.000009140481	0	0	0	0	0	0	0	0	0	0
MGBC000323	0.0011359506	0.00072134717	0.00025549709	0.0007746067	0.011598857	0.0007785379	0.0001704254	0.012199393	0.000117864474	0.00023215853	0.00026350477	0.00012281127	0.00006873442	0.00006378306	0.016955024	0.00051566405	0.00009741547	0.00015055334	0.0021538252	0.00005485428	0.00014129125	0.00012568646
MGBC000324	0.000060905815	0.0000096952	0.0000046969512	0.00002701677	0.000031216918	0.000020162171	0.000004871483	0.000040762905	0.000018414892	0.000028486449	0.000026452437	0.000021553013	0.000017322485	0.00002174614	0.000046919897	0.000027395934	0.000012189217	0.000010289057	0.000034752622	0.000037407193	0.000060162736	0.000066206296
MGBC000325	0.042561825	0.013993036	0.020917725	0.024416957	0.034788415	0.01766913	0.014910934	0.04350551	0.015776942	0.014316801	0.021813648	0.014239219	0.005705512	0.014996394	0.010020614	0.018717661	0.0060790065	0.0072516995	0.018912675	0.012083893	0.012612582	0.006101076
MGBC000328	0.016021706	0.0054905186	0.008994001	0.008846416	0.014686649	0.0068116225	0.00558623	0.01521001	0.007951194	0.0060431887	0.008655864	0.010270201	0.0036398512	0.011417464	0.008606302	0.013874274	0.0051848083	0.0066923657	0.014695899	0.008899796	0.009571891	0.0030127566
MGBC000334	0.0014167699	0.0016995436	0.0017705155	0.002615658	0.0018256452	0.00072746055	0.00096110103	0.0018275686	0.0021189256	0.0011222813	0.004826533	0.0048629376	0.0036803952	0.003159281	0.009503096	0.007879377	0.0031179835	0.0066530625	0.010239308	0.0026236172	0.0019903984	0.0012897828
MGBC000335	0.000010375962	0.000025793788	0	0.000005758234	0.000005272698	0.0000062680488	0.000019009502	0	0.000012003105	0	0.000006502735	0.000004824107	0	0.00000505262	0.000003073488	0	0.000009419271	0.000012693812	0	0.000011809515	0.0000079349475	0.00002317112
MGBC000336	0.0165263	0.10065413	0.094268	0.11806547	0.04800541	0.14293976	0.30632323	0.029958975	0.091117494	0.07139458	0.0819674	0.024600487	0.062097244	0.034739804	0.047531188	0.016608784	0.06745641	0.04495336	0.010173629	0.04030836	0.025270266	0.06582694
MGBC000338	0.114205405	0.17025186	0.14729133	0.32522985	0.059655588	0.31840417	0.42175344	0.039146423	0.17413004	0.12275467	0.10802419	0.03341187	0.092822805	0.04222669	0.042380657	0.016037297	0.08099183	0.062409725	0.010621687	0.06319472	0.03626813	0.080603465
MGBC000343	0.0328458	0.5198148	0.50818896	0.10256321	0.08337713	0.18065399	0.1714633	0.024728715	0.16321987	0.24210548	0.15367508	0.035642136	0.16860637	0.057584174	0.13403413	0.02509332	0.064834915	0.030027242	0.007897935	0.07596457	0.03125871	0.12394607
MGBC000345	0.012707321	0.07903891	0.058454145	0.046925995	0.01622185	0.036361467	0.05370832	0.0041087028	0.04850936	0.044073742	0.04662398	0.032886125	0.095313795	0.04210701	0.050646417	0.01592312	0.0744999	0.046212625	0.007716374	0.056028742	0.03820223	0.07822102
MGBC000346	0.000004291757	0	0	0	0.000052080068	0.000006201551	0	0.00003821591	0	0	0	0	0	0	0.000009385435	0	0	0	0.0000038141536	0	0	0
MGBC000348	0	0	0	0	0.000010380305	0	0.000010189976	0	0.000025815905	0	0	0	0	0.000005356098	0	0	0	0	0	0	0	0.000010965561
MGBC000349	0.00048716666	0.0023214107	0.0015435246	0.0019102931	0.00039076334	0.0014537743	0.0019394271	0.00017370308	0.0015808222	0.0017497954	0.0016799726	0.00158836	0.0037401218	0.0020170799	0.0024240694	0.00075870333	0.0031624758	0.0026100155	0.00044546305	0.0023094832	0.0014714457	0.0028121553
MGBC000355	2.74847	0.2875127	0.71888334	3.457012	8.057528	0.7113422	0.49829775	2.0983794	1.4619595	0.40114045	0.0002756227	0.0019362952	0.00007998626	0.014303799	0.027432669	2.265809	0.0016577821	0.12643589	1.743065	3.1576953	9.1896715	0.051266372
MGBC000357	0.00048281666	0.000031639167	0	0.00037657295	0.00091159804	0.00014276712	0.00009444683	0.0015975151	0.000029544974	0.00041590794	0.00020200387	0	0	0	0	0	0	0	0	0	0	0
MGBC000359	0	0.000020307582	0	0.000018568455	0	0.000009902743	0.000030032661	0.000008112311	0.000009513423	0.000009843955	0.000009215032	0	0.000009025241	0.000007928941	0.000008752305	0	0.000009073953	0	0	0	0.000010491699	0
MGBC000369	0.000015991387	0	0	0.000013768654	0	0	0	0	0.00004204348	0.000014404734	0	0.000034137483	0	0	0	0.000055265802	0	0.00002954308	0	0.000041859348	0	0
MGBC000370	0.000010374335	0.00016785086	0.00008591552	0.00017796832	0.00003187938	0.000100525715	0.00007619625	0	0.00021449165	0.0000874274	0.0000473648	0.000019619742	0.00008615575	0.00016383387	0.00011419696	0	0	0.000025468822	0	0	0.000040997387	0.00004664647
MGBC000371	0.00003477187	0.00007169751	0	0.00001317304	0	0	0.00004232813	0	0	0	0	0.000010886915	0	0	0.000012673486	0.000063450105	0	0	0	0	0	0
MGBC000372	0.000023580775	0.0000146061175	0	0	0.000024046261	0	0	0	0	0	0	0.0000221491	0	0.000023042589	0	0.0001398446	0	0	0	0.000023059703	0	0
MGBC000373	0.00043911737	0.0010320036	0.000013068104	0.00025252227	0.00015799754	0.00016534567	0.00006776846	0.00006597352	0.000012851557	0.000026596133	0.00015131613	0.00033823002	0.00022093025	0.000043423384	0.000048589198	0.0024156687	0.00007354729	0.00050119386	0.0002628877	0.000076047356	0.00013010175	0.000012280173
MGBC000375	0.027940748	0.039447602	0.033746246	0.07041669	0.023525305	0.05400041	0.063869424	0.010296494	0.045561	0.031753533	0.022514341	0.015633672	0.099735744	0.074483134	0.03529018	0.02712648	0.049434848	0.03554116	0.015119149	0.076268636	0.060556896	0.13546337
MGBC000377	0.4967314	0.14430794	0.24139728	0.27832243	0.40775833	0.21156953	0.17927168	0.53761137	0.19426525	0.1702197	0.26918793	0.28443438	0.113587774	0.3189759	0.24800973	0.43726027	0.14644542	0.1698291	0.40912613	0.24837406	0.280042	0.15098768
MGBC000384	0.000023961476	0.00014911655	0.0000708437	0	0	0.00007203677	0	0.000017646867	0.000027626065	0.000028778399	0.000041001385	0.000011177819	0	0.000011000149	0	0.00025016468	0	0.000044118773	0	0	0	0
MGBC000387	0.02388532	0.0077189975	0.01356327	0.014641585	0.021586418	0.009801624	0.007943759	0.023934959	0.013710391	0.011041935	0.014992991	0.019529335	0.008300264	0.022182662	0.01654169	0.030286182	0.009840339	0.012132754	0.028729971	0.019431302	0.02121879	0.0100770015
MGBC000389	0.0057337712	0.008197348	0.008953679	0.012294372	0.0112409815	0.0040968237	0.003973169	0.009934008	0.0066082124	0.00417968	0.007563612	0.010451331	0.009747752	0.008253087	0.020122401	0.01881813	0.007564671	0.008164848	0.008453198	0.0074204654	0.006354596	0.006084365
MGBC000393	0.016367292	0.1005033	0.08364137	0.070114166	0.023035483	0.07839356	0.08817219	0.011074116	0.08422503	0.090980045	0.06846853	0.030378077	0.07689567	0.034262188	0.07392777	0.020768242	0.123679094	0.15335114	0.08438559	0.04088208	0.02484422	0.07359626
MGBC000395	0.026524117	0.1198903	0.09585443	0.06501084	0.023534127	0.09644909	0.111089475	0.118842535	0.089998834	0.09912443	0.07461013	0.017011004	0.05577166	0.02749484	0.05508951	0.013351831	0.048107456	0.026223576	0.0075629554	0.020114245	0.015136972	0.063668996
MGBC000403	0	0.000009004646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000764592	0	0	0	0	0
MGBC000405	0	0	0	0	0	0	0.000011340828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC000413	0	0.0000072358894	0	0	0	0	0.000014252217	0.000011600943	0	0.000013983417	0	0.00001159448	0	0	0	0	0.0000059721924	0	0	0	0	0
MGBC000414	0	0.0003330367	0.00020816116	0.00032417718	0.0007064034	0.000018572568	0	0.00001531673	0	0	0	0	0.000003919296	0	0	0	0	0	0	0	0	0
MGBC000416	0.000043289205	0.000008225053	0.000031188152	0	0.0000067705114	0.000039921466	0.0000081002645	0	0.00003072255	0.000015894982	0.00003006054	0	0	0.000006487916	0	0	0.000007325833	0	0	0.000005237472	0	0
MGBC000418	0.0010807642	0.0017096046	0.0015179549	0.0020828147	0.0014932011	0.0006114748	0.0008184888	0.0018691524	0.002012549	0.0011957602	0.0054135197	0.0053358506	0.003014177	0.0028756806	0.010757355	0.008191011	0.0028651953	0.0068293912	0.011588609	0.001927993	0.0014769171	0.0006361328
MGBC000421	0.001575313	0.00050905946	0.0007731509	0.00079472724	0.001086044	0.0006465164	0.00072752225	0.0016102178	0.00039338943	0.0004571922	0.00074437377	0.00002335096	0.000006040958	0.00001068604	0.000014149463	0.000023313885	0	0.000028445653	0.00001856265	0.000005346988	0.000019531963	0.000009719477
MGBC000422	0	0.000008772401	0.000008217978	0	0.0000072695293	0	0	0	0	0	0	0	0	0	0	0	0.0000072889566	0	0	0	0	0.000007986571
MGBC000424	0.0000045762768	0	0	0	0.000017789504	0	0	0.000026504757	0	0	0	0	0	0	0.000009974055	0	0	0	0	0	0	0
MGBC000425	0.0071444726	0.00457487	0.0016897729	0.0038643093	0.07821363	0.0045360927	0.0010533117	0.0804271	0.000775944	0.0015069187	0.0017284394	0.0005554573	0.00042341155	0.0005389528	0.10974755	0.0033635464	0.00091615575	0.0010850515	0.013818152	0.00029309548	0.0011672704	0.0005027522
MGBC000428	0.00000403442	0	0.0000047140934	0.000004585221	0.0000081458375	0	0.0000048892616	0	0.000003889243	0.000017385279	0.000004581798	0	0	0	0	0	0	0.000004853613	0	0	0	0
