Genome	C04M3AN_ss Relative Abundance (%)	C04M3CO_ss Relative Abundance (%)	C04M3CR_ss Relative Abundance (%)	C04M3DR_ss Relative Abundance (%)	C04M3DT_ss Relative Abundance (%)	C04M3F1_ss Relative Abundance (%)	C04M3F2_ss Relative Abundance (%)	C04M3F3_ss Relative Abundance (%)	C04M3HR_ss Relative Abundance (%)	C04M3HT_ss Relative Abundance (%)	C04M3OP_ss Relative Abundance (%)	C13F5AN_ss Relative Abundance (%)	C13F5CO_ss Relative Abundance (%)	C13F5CR_ss Relative Abundance (%)	C13F5DR_ss Relative Abundance (%)	C13F5DT_ss Relative Abundance (%)	C13F5F1_ss Relative Abundance (%)	C13F5F2_ss Relative Abundance (%)	C13F5F3_ss Relative Abundance (%)	C13F5HR_ss Relative Abundance (%)	C13F5HT_ss Relative Abundance (%)	C13F5OP_ss Relative Abundance (%)
MGBC102972	5.360063	0.81591046	2.0471313	4.2873282	3.1455076	1.5281934	1.5294464	6.250287	1.8749056	1.1055815	1.3296536	1.9519607	0.026354386	0.16101032	1.0382885	0.15950781	0.6036097	0.46164215	0.6609721	0.7096044	1.5997382	1.420965
MGBC103056	0	0	0.000012209244	0.000011717661	0	0	0	0	0	0	0	0.00000058494624	0.000032031825	0.000014199331	0.000023908471	0.00000063132023	0.00000015269697	0.0000070870956	0.00000055345333	0.000016713524	0.000011747688	0.000003953568
MGBC103062	0.03943492	0.009280489	0.018832454	0.024497114	0.039670296	0.017568564	0.012474478	0.047121104	0.016974723	0.014644755	0.02386059	0.020809071	0.0078792	0.02245762	0.015956992	0.028926553	0.010927701	0.014615701	0.045626923	0.018288005	0.024260236	0.014155068
MGBC103140	0.000059497605	0.0002717187	0.00019039451	0.000116522366	0.00003450114	0.00014659464	0.00014364335	0.00001477947	0.00025579965	0.00023448124	0.00017867194	0.00038979913	0.0007116399	0.00025531044	0.0016220297	0.00028738362	0.0013278212	0.00039220776	0.000039796978	0.0003784312	0.00031820175	0.0002563259
MGBC103219	0.000034249402	0.000021285301	0.00022192055	0.00001939757	0.00012218082	0.00010317331	0	0.000017062832	0.000019876428	0	0.000038375914	0	0	0	0	0	0	0	0	0	0	0
MGBC103251	0.0000189871	0	0	0.000021579328	0.000019361909	0.00004557457	0.000046329315	0.000018478333	0.000043929263	0.000022576247	0	0	0	0	0	0	0	0	0	0	0	0
MGBC103269	0.074998155	0.008181244	0.020365758	0.092269294	0.2099736	0.019275941	0.013436142	0.056160603	0.040114455	0.010883349	0.00053799356	0.0006945374	0.003203038	0.0040907143	0.0023291514	0.055600293	0.00097264664	0.0056503336	0.044330537	0.08105582	0.22124237	0.0049234256
MGBC103282	0.001886091	0.017798502	0.014394113	0.0050563603	0.0040016472	0.006855669	0.01007541	0.0022705444	0.008968871	0.0045996006	0.009709931	0.0029090976	0.003480957	0.0024338993	0.0068798577	0.0025123456	0.010953451	0.007440807	0.00277941	0.0033291522	0.0007456796	0.004658275
MGBC103294	0.003780152	0.0015004845	0.0026646997	0.003623735	0.0026798595	0.0016286566	0.0012453316	0.0031821122	0.003258066	0.0026625253	0.0055816085	0.0014507619	0.00055505906	0.0010305361	0.00064272794	0.0011966629	0.0014727664	0.0020701762	0.00292919	0.00081760297	0.0010294071	0.0011468803
MGBC103306	0.0041209976	0.0011644678	0.0015451347	0.0016505183	0.0024316784	0.0013723169	0.0013652911	0.0033631532	0.0018254684	0.0012505404	0.0013085388	0.00078116736	0.0002744117	0.00054065883	0.00030837607	0.0006202469	0.00033827047	0.00026658396	0.0009825749	0.002244661	0.0019750204	0.0014789896
MGBC103317	0.010271597	0.012821524	0.009116671	0.0053922166	0.011102145	0.005729363	0.0036899	0.0048473915	0.0070508155	0.0065659103	0.014521489	0.022643043	0.007850112	0.0041068476	0.0020850233	0.0033700012	0.00878691	0.021336554	0.008409249	0.00392518	0.0030601926	0.0002978231
MGBC103325	0.012691489	0.08209805	0.075169444	0.024428235	0.02434794	0.039687473	0.049192734	0.012199231	0.045843467	0.023650149	0.05486941	0.015315857	0.017567322	0.016416712	0.036210928	0.014017303	0.057527352	0.042106397	0.015220116	0.01718303	0.00586184	0.027887372
MGBC103329	0.0060517243	0.0013538718	0.002587385	0.0032179703	0.005500991	0.0029561494	0.0024499344	0.0069072274	0.0030436132	0.003094451	0.003354798	0.0062226485	0.0027826773	0.0071217846	0.005222809	0.0099646095	0.0032638288	0.0036749397	0.008153147	0.0066028503	0.0070061623	0.004434487
MGBC103338	0.03272554	0.009712378	0.015468528	0.020771291	0.026116528	0.014801067	0.012854456	0.036199372	0.014570584	0.013393114	0.02459321	0.020949518	0.008988794	0.021529602	0.01691375	0.029290764	0.011555161	0.012368621	0.024877222	0.016333673	0.01936402	0.017904704
MGBC103387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC103398	0.00008491656	0.000491854	0.00041248242	0.0003700583	0.00014414435	0.00045584803	0.0007472373	0.00008966286	0.00031591216	0.0001400668	0.0004793562	0.00026603293	0.00018914948	0.00020814266	0.00052119454	0.00013499513	0.0007001736	0.0005101776	0.00018079858	0.00021143336	0.00007184818	0.0004359952
MGBC103443	0.012934444	0.0057760314	0.008660113	0.010268655	0.008884312	0.0073039997	0.0075476295	0.012957138	0.007164838	0.011502598	0.010406924	0.010710751	0.0040999604	0.0094939945	0.012243828	0.013337025	0.0074675395	0.007009973	0.010129213	0.0063738297	0.009353225	0.008566497
MGBC103445	0.0001727595	0.00050821406	0.00015042086	0.00019719111	0.00043646272	0.00004309903	0.0000016135515	0.00017689719	0.0002972909	0.00019066695	0.000105703395	0.000044333272	0.000046027613	0.000017931716	0.0000754695	0.00017481689	0.00009722498	0.000015017426	0.00015588493	0.000102092694	0.0007016047	0
MGBC103458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC103503	0.00006030653	0.00020317268	0.000008882207	0.00036403965	0.0007749236	0.000040491883	0.00025677626	0.0020738468	0.00039779293	0.00012551477	0.0006264033	0.0006764314	0.000047718528	0.00016970701	0.002236205	0.00070587435	0.000033326047	0.00041989496	0.00024408718	0.00016230135	0.0003022372	0.00014798406
MGBC103508	0.13175772	0.03451398	0.059017662	0.07366944	0.10724757	0.057760857	0.048794903	0.14318255	0.05579195	0.050915126	0.1038937	0.11654419	0.047827262	0.1321693	0.10431741	0.18821011	0.06171128	0.067840226	0.16475761	0.099859595	0.11588301	0.08229612
MGBC103592	0.0028671543	0.0009105308	0.0015735149	0.0015497105	0.0027491562	0.000851251	0.00071767054	0.0028095066	0.0016572841	0.0012488454	0.0018011857	0.0035467565	0.0012729671	0.0043072123	0.0033332054	0.0063006924	0.0018182389	0.002570226	0.0063058874	0.0030485492	0.0042425804	0.0012154946
MGBC103678	0.00070156617	0.0042309035	0.003465809	0.0018401471	0.001269146	0.004108496	0.0034078883	0.00046178215	0.0025269357	0.0032250744	0.0028550075	0.00088013173	0.003288431	0.0018347899	0.0028332963	0.0008644646	0.0034666588	0.0021429243	0.000624645	0.0012490908	0.00050787843	0.0018643596
MGBC103686	0.21635121	0.21891636	0.2955045	0.39855072	0.19614375	0.60613453	0.56317264	0.1740883	0.2741864	0.3646595	0.24632508	0.25720495	0.5681588	0.82416886	0.37223172	0.44619763	0.33455175	0.23673302	0.21106023	0.39838693	0.5285995	0.38715127
MGBC103718	0.0020801292	0.0070755165	0.009476456	0.011251756	0.00307015	0.012309498	0.017977698	0.0015559539	0.0051809843	0.0054513663	0.0040355157	0.001709348	0.0032155283	0.002163384	0.0020791558	0.0008772739	0.0030171887	0.0017727964	0.00048286348	0.0036557692	0.0017554751	0.008188339
MGBC103721	0.0006467954	0.0047192937	0.0035158468	0.0024590401	0.0012161534	0.005622455	0.0041749715	0.0006410385	0.0041290787	0.0062870462	0.0022891648	0.00050590246	0.0055911085	0.0015834762	0.0031212883	0.00053040177	0.00079614663	0.0006355995	0.00015276545	0.0014117439	0.00070413796	0.0011581843
MGBC103889	0.000023975426	0.00016380324	0.000028296876	0.00001366991	0.000024366933	0.00005793358	0	0.00009555522	0	0	0.000027137276	0.00007908288	0.000026577163	0.00007051976	0	0.000504799	0.000021941778	0.000029331211	0.000020380941	0.000011762023	0.00004721471	0
MGBC103936	0.0014535625	0.008922439	0.006654858	0.009087854	0.0035622714	0.0086764	0.012769698	0.0009476955	0.0078093647	0.014061458	0.005351722	0.0020729862	0.0029773796	0.0034302673	0.007956957	0.0015519419	0.0069453465	0.003646955	0.00093723397	0.003368561	0.003987949	0.015126909
MGBC104014	0.0040824628	0.024708198	0.017797593	0.012850319	0.005057513	0.011196835	0.018562512	0.0011011224	0.016034441	0.017386232	0.012061053	0.022753479	0.06178454	0.021322042	0.018354926	0.008942267	0.054538444	0.049340196	0.0050218073	0.04702029	0.019279817	0.05351873
MGBC104020	0.00036394698	0.00031361793	0.00086907466	0.002509538	0.00029579154	0.0014679634	0.0012689981	0.0001159904	0.0026890635	0.0036237582	0.000058710226	0.00002921244	0.000011453566	0	0.0000453417	0	0.000057193087	0.000012387631	0	0	0	0.0011624342
MGBC104027	0.00028983504	0.0011615751	0.0011284726	0.000856893	0.00034056674	0.00081910216	0.0013793285	0.000042569576	0.00088057516	0.00062825816	0.0006144093	0.00062791415	0.0019920617	0.0007011861	0.0006473132	0.00026307625	0.0015911788	0.0014713916	0.00020404946	0.0014928239	0.0006245611	0.0017577672
MGBC104031	0.0051060747	0.014772267	0.0159707	0.032195456	0.0056545706	0.024219098	0.028636558	0.0028897743	0.032576635	0.03699991	0.0066543184	0.0067102476	0.017254904	0.006000824	0.0091925915	0.0027019905	0.014584733	0.011794082	0.002023123	0.0066921394	0.00547765	0.021252438
MGBC104191	0.007865038	0.03636326	0.025582477	0.028936498	0.010608413	0.02397234	0.032847926	0.004757809	0.024052843	0.023320854	0.020604908	0.028501049	0.04843652	0.023203705	0.030664833	0.011756912	0.08629244	0.058008544	0.014154074	0.037133142	0.048844058	0.065355115
MGBC104195	0.01198961	0.046855975	0.03489957	0.025267964	0.011043221	0.03347373	0.041982982	0.009266774	0.055029605	0.04604103	0.02794589	0.01713587	0.04141406	0.033582527	0.027951716	0.009852834	0.032448743	0.025391132	0.0060544894	0.034792796	0.025704082	0.039676446
MGBC104239	0.0038019838	0.00091068685	0.0018656612	0.001758189	0.003023068	0.0014844195	0.0013374897	0.0033969802	0.0012967665	0.0011277855	0.0013657657	0.0009273696	0.00036293245	0.00076788093	0.00062861876	0.0009495567	0.00037623537	0.00057550456	0.001280802	0.0008304577	0.00075228995	0.00082337146
MGBC104261	0.014433454	0.00897595	0.008825804	0.008054318	0.011767827	0.0067588273	0.0056625186	0.013977884	0.006118888	0.00697215	0.011964623	0.023633553	0.009942103	0.01939291	0.016891139	0.029390415	0.011563445	0.018306881	0.021154018	0.0099792555	0.013024902	0.004079732
MGBC104279	0.010437463	0.01752647	0.022422824	0.0445254	0.017470127	0.09220175	0.069144346	0.0069102068	0.018163612	0.017006572	0.014913714	0.028117266	0.07433059	0.05002481	0.022658685	0.012130564	0.030664645	0.03177354	0.006435983	0.042206496	0.009982953	0.045736868
MGBC104323	0.012251677	0.028878974	0.022202624	0.07644588	0.019240478	0.084286384	0.12421778	0.009267354	0.018599333	0.025115421	0.018081194	0.02559137	0.03192489	0.022132544	0.01930072	0.007854036	0.022423377	0.026986757	0.0057577854	0.025722181	0.013211421	0.045106985
MGBC104324	0.013520679	0.003030241	0.006388766	0.00868161	0.009122921	0.005601675	0.004446341	0.013693434	0.006431886	0.004944703	0.0111013595	0.01189938	0.004871575	0.012835342	0.008397802	0.017213268	0.007000643	0.008715934	0.016285114	0.011980346	0.012785255	0.009334882
MGBC104355	0.001497907	0.0036066973	0.003145408	0.0033954766	0.0016766167	0.0092576705	0.009775547	0.0000854351	0.001911727	0.0048021115	0.0028342905	0.00060507515	0.0039372738	0.0008783255	0.001713001	0.0005061946	0.0014938125	0.00062753	0.00017415373	0.0012508353	0.0008344354	0.000963405
MGBC104380	0.049819443	1.1456947	0.5396329	0.16357444	0.17474216	0.1877731	0.36390403	0.027029958	0.7170441	0.49007803	0.007629014	0.34542966	0.17887269	0.2574282	0.37175536	0.22047931	0.4009354	0.3251836	0.033396106	0.26742414	0.109187596	0.38121653
MGBC104412	0.008667828	0.015123149	0.015651677	0.019856067	0.005131963	0.013311116	0.02894266	0.009912561	0.013841619	0.017941777	0.010881364	0.019470772	0.113013156	0.13363642	0.03040547	0.08151459	0.13988723	0.26566973	0.017639302	0.014707816	0.023920426	0.015924184
MGBC104416	0.08433822	0.013990222	0.03350912	0.052908175	0.101847544	0.040573243	0.027565708	0.1291235	0.0388791	0.025971528	0.042575542	0.037167914	0.008531941	0.046686504	0.031624652	0.048978295	0.019024346	0.029255109	0.14579043	0.029784236	0.059843734	0.029261753
MGBC104426	0.22810456	0.054236993	0.10586369	0.14048736	0.19348569	0.096593834	0.07921679	0.26239032	0.123687476	0.08278777	0.14019723	0.10973748	0.022571785	0.09649279	0.09746363	0.115197316	0.06442735	0.08048036	0.20702636	0.08434562	0.12190378	0.08866535
MGBC104636	0.000051757754	0.00004007395	0.000045662404	0.000014706004	0.000013194864	0.000046016317	0.000025047728	0	0.000014968583	0	0.000014695024	0.000036461515	0	0.000022506534	0.000027447732	0	0.000057108453	0.000015777168	0	0.000021595326	0.000035724614	0.000023484106
MGBC104650	0.020017779	0.0061862613	0.00985419	0.012431604	0.016687827	0.00966385	0.007073149	0.022924779	0.007572766	0.0070719086	0.01213332	0.015006675	0.006820883	0.015966991	0.012567535	0.023856308	0.0069673937	0.009413627	0.018617334	0.011294325	0.013096767	0.0073891063
MGBC104683	0.0000017850441	0.0000023219077	0	0	0.0000014562248	0.0000050512726	0	0	0	0.000001602538	0.0000035476592	0	0	0	0	0	0	0	0	0	0	0
MGBC104699	0.0016025705	0.0076960963	0.007093629	0.00505992	0.0020615193	0.007856508	0.008453288	0.00044525726	0.007153597	0.015226642	0.005165326	0.0013627529	0.0025114913	0.0019874205	0.0037770234	0.000723819	0.0035757995	0.0017859656	0.00038221412	0.0013572228	0.00091208145	0.004064753
MGBC104717	0.0055299276	0.029076979	0.020091956	0.02030956	0.0062706196	0.016522268	0.022519961	0.0018479438	0.019186584	0.018875916	0.016745122	0.018556476	0.062538534	0.023631657	0.027162975	0.009665483	0.04567554	0.03243214	0.0053359275	0.03302589	0.019920701	0.047709905
MGBC104726	0.014767842	0.019202221	0.011756369	0.007192285	0.013835268	0.0076019927	0.0050819116	0.0059908475	0.010021456	0.010563017	0.021147083	0.036525063	0.014197234	0.0059115686	0.0034734039	0.0049130917	0.016136948	0.033598237	0.0150107965	0.007587718	0.0044259075	0.0013431129
MGBC104730	0.0050840424	0.053228065	0.042835068	0.025505261	0.010919359	0.04099729	0.04615373	0.0037716827	0.027294362	0.035795778	0.03033289	0.002836342	0.012438102	0.0059005804	0.010257794	0.0024433313	0.008073735	0.0025480443	0.000513837	0.006104044	0.0026550244	0.013493826
MGBC104736	0.012394151	0.05992588	0.05087069	0.05130783	0.01881612	0.07422802	0.08999354	0.008857724	0.05385916	0.087596536	0.0370696	0.013344394	0.035293743	0.023147361	0.027358104	0.007367379	0.028219549	0.016801413	0.0036015336	0.02093266	0.015092426	0.047626104
MGBC104783	0.0032336798	0.023409232	0.014551096	0.009252436	0.0047663418	0.008529138	0.013067377	0.0011305234	0.011849534	0.012931418	0.0073569748	0.010973024	0.022691663	0.009380804	0.011561644	0.0049905186	0.037619278	0.031361148	0.0026261667	0.022631353	0.012179621	0.019989401
MGBC104799	0.0008021714	0.00014178503	0.00041534318	0.00032034976	0.00073237234	0.00018995516	0.00023078494	0.0006902167	0.0006332694	0.0003652004	0.0005479006	0.00054918096	0.0003156408	0.00037054764	0.000105914376	0.00044972505	0.00013295012	0.00017106421	0.00042010547	0.00038559275	0.00051337515	0.0004952206
MGBC104814	0.010684254	0.0155422725	0.010919862	0.006424241	0.013213043	0.0061316085	0.0043690195	0.0057391482	0.010450639	0.009349228	0.018008098	0.02750815	0.01005226	0.006195871	0.0035511847	0.0048451787	0.013260112	0.027614754	0.010614465	0.008971001	0.003970335	0.0007909412
MGBC104819	0.0019253708	0.0013439816	0.0020885314	0.0022824772	0.0015124539	0.0010072631	0.0015896817	0.0011906202	0.0017566972	0.002997986	0.00080202107	0.0035682053	0.0069563235	0.009375489	0.001612517	0.0068803905	0.010160195	0.021519307	0.0019062302	0.0020014446	0.0018670564	0.00070000597
MGBC104832	0.000043734322	0.00013055997	0.00040503038	0.000020147758	0.0003787323	0.00001759346	0.00009352291	0	0.00015414429	0.00015215445	0.000037389327	0.00010228593	0.000118805714	0.00020635194	0	0.00008451443	0.00043806166	0.00041662875	0.000059123457	0.00014935431	0.000042919368	0.000076059325
MGBC104891	0.001873181	0.0033183869	0.0020748156	0.0010572546	0.0015227572	0.0013194822	0.0012604919	0.0005769603	0.002519021	0.001807074	0.00290243	0.004083973	0.0021016304	0.001066718	0.00064778305	0.00073451427	0.0022046769	0.0041659437	0.0016819398	0.0014543417	0.0005359478	0.00048045366
MGBC104908	0.008922076	0.008281131	0.012876065	0.009336005	0.008595552	0.004349856	0.0047915885	0.0051575806	0.010776677	0.016618378	0.011253719	0.015476787	0.016040323	0.018845703	0.010097846	0.010135827	0.012748043	0.018581264	0.005886766	0.029218283	0.00894379	0.012428199
MGBC104938	0.044941388	0.061739787	0.079998605	0.11722483	0.034405515	0.16299689	0.20265876	0.04480518	0.08389729	0.12303212	0.08336614	0.06008886	0.11919852	0.13496079	0.103645116	0.040777963	0.12113221	0.088478856	0.024159655	0.10446792	0.08912105	0.100077555
MGBC104949	0.0066547105	0.01731269	0.01859162	0.013644237	0.0051240507	0.017815728	0.020307178	0.005441216	0.014769009	0.016311837	0.01439282	0.02155335	0.07459965	0.028702687	0.02835411	0.010118715	0.043737527	0.035498355	0.0067492025	0.031024154	0.024451572	0.024246672
MGBC104956	0.084467225	0.01874614	0.035979275	0.051529717	0.05886989	0.03865702	0.033043414	0.0980671	0.026949445	0.02645272	0.062179077	0.0757676	0.034348637	0.08621215	0.059798144	0.11834578	0.041169606	0.049713835	0.10375175	0.06563128	0.07755341	0.05170421
MGBC104963	0.48987028	2.9424365	1.175725	0.92453724	0.9402784	1.3189073	1.2361258	0.5100758	2.0843964	1.1974221	3.0138364	1.3299267	0.19674723	0.82926494	3.0556111	1.1034998	4.834289	3.605407	1.2588505	0.041689154	0.039858107	0.045773365
MGBC104969	0.881967	0.31245133	0.24668679	1.6430136	0.3981172	1.553799	1.2232261	0.14805433	0.58415294	0.55298305	1.269648	0.6738025	1.008277	0.15543425	1.0363166	0.17632607	0.9958507	0.513225	0.15812851	1.7199231	1.1733508	3.944377
MGBC104987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC105003	0.000001742698	0.000007556087	0	0.0000057217953	0.0000031592874	0.000006412042	0.000023977998	0.0000043265345	0.000011087921	0.0000060263046	0.000006157332	0	0	0	0	0	0	0	0	0	0	0
MGBC105042	0.0030744532	0.010483583	0.018326772	0.002048944	0.012700665	0.004265218	0.009608831	0.007192285	0.011869725	0.0029867708	0.010264077	0.15120038	0.22105388	0.094206795	0.06386743	0.060753867	0.22052501	0.3598885	0.15777148	0.35003927	0.09372103	0.05257394
MGBC105045	0.13065279	0.020054549	0.052280325	0.060601287	0.11218074	0.07368361	0.054398004	0.16070293	0.048150346	0.056054946	0.05364051	0.17212759	0.06817706	0.17475523	0.08045838	0.23738287	0.07999609	0.099883996	0.25255474	0.20044704	0.17255153	0.1342191
MGBC105053	0.002391901	0.001722004	0.0050660823	0.0016014528	0.0024322348	0.0018869145	0.0018144335	0.00062764285	0.0053424984	0.000701955	0.006662431	0.0018276932	0.00047475842	0.00037035748	0.00084709417	0.00008210724	0.00091342855	0.002201962	0.0036543764	0.0018444468	0.00018767091	0.00092997623
MGBC105056	0.012675506	0.002391482	0.004996652	0.00709207	0.010843628	0.0066410853	0.0048793852	0.015416027	0.0046051024	0.005374854	0.008355097	0.017242176	0.0064548342	0.018343888	0.01086843	0.024331348	0.008449351	0.010343858	0.02416096	0.01801596	0.017073909	0.01221255
MGBC105120	0.023553837	0.10415886	0.07827344	0.065676965	0.030790735	0.10283912	0.098496325	0.014981186	0.0894071	0.17164019	0.07512205	0.039073218	0.08365142	0.05718055	0.081716426	0.022632703	0.09665082	0.058065593	0.013229289	0.04198887	0.030764423	0.07731673
MGBC105122	0.007372493	0.024065068	0.023463042	0.028542688	0.008469377	0.029425852	0.028662825	0.00386317	0.023287771	0.022903906	0.030106831	0.00999698	0.024514508	0.018191641	0.03635797	0.009132672	0.027277723	0.016371924	0.0062760487	0.0106153935	0.012393932	0.034918536
MGBC105127	0.00008348418	0.000022608961	0	0.000052227595	0.000092767325	0.0000016904974	0.0000022836864	0.00008653005	0.00003388823	0.000120209035	0.00003348149	0.000025845484	0.000019646497	0.0000641107	0.000071532886	0.00009896851	0.000029121476	0.000032409414	0.0000951543	0.0000831953	0.000054465927	0.00004257052
MGBC105132	0.0014517722	0.012429013	0.007655276	0.004943132	0.0026434527	0.005583163	0.0073349737	0.0006211233	0.018256534	0.0069156927	0.0064685605	0.0037236442	0.013798567	0.02036175	0.03928908	0.007394999	0.027870687	0.015697187	0.002343814	0.006904915	0.0102699185	0.024156509
MGBC105142	0.007132584	0.26723036	0.087650634	0.037301242	0.016951786	0.0162303	0.021616524	0.0033997307	0.11672573	0.043931305	0.06492248	0.0024237642	0.0040580276	0.0032233098	0.010184067	0.002150301	0.007207209	0.0056233834	0.0013345106	0.0022196553	0.0027666108	0.006619349
MGBC105161	0.0000075551466	0	0.000017715154	0	0	0	0.000009217436	0	0.000013634296	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC105165	0	0	0	0	0.000008126498	0	0	0	0	0	0	0.00009919975	0	0.00007394005	0.00008625695	0.00012419285	0.000029310128	0.00001963009	0.00006727034	0.000023615416	0.000045133518	0.00000901825
MGBC105174	0.15668604	0.48480332	0.86720246	0.83840847	0.16910616	0.33342957	0.67368644	0.08268356	0.69649404	0.9245769	0.5525091	0.14371061	0.22780968	0.37721068	1.334293	0.26662657	0.23821156	0.2055024	0.045250576	0.119934686	0.19681133	0.465366
MGBC105190	0.002932296	0.0028275715	0.004287526	0.0032431583	0.0027645899	0.0012393008	0.0026819413	0.0026341851	0.0031220408	0.004963798	0.0021973094	0.0050884555	0.0055087283	0.0060602627	0.0027042706	0.005119786	0.007306944	0.014131874	0.0041022957	0.009166334	0.0025283385	0.0023169783
MGBC105224	0.029882304	0.184972	0.14369455	0.109324604	0.042564474	0.10179555	0.1035284	0.012378958	0.15285619	0.20861743	0.09515467	0.13717687	0.12997052	0.06283197	0.1837878	0.03631259	0.5366417	0.3061703	0.034545995	0.2704547	0.19516821	0.7962957
MGBC105242	0.0019049414	0.013781078	0.010122373	0.004838569	0.0029017883	0.0074971337	0.006855188	0.00089286326	0.0070652813	0.007421772	0.0089056315	0.006990839	0.015854219	0.0054731816	0.0082236845	0.002186585	0.014856977	0.011451135	0.0017394151	0.0063226437	0.003789145	0.0063724723
MGBC105254	0.0042901016	0.032968707	0.025781946	0.022429245	0.007424013	0.023451388	0.028157525	0.00274942	0.015270546	0.019436026	0.03918008	0.0050635873	0.009458899	0.0069605345	0.018589875	0.0028256525	0.013226574	0.007813847	0.0016935138	0.0044172257	0.003892501	0.01988652
MGBC105264	0.060563505	0.018000657	0.027957672	0.033639126	0.052121066	0.02845688	0.023541152	0.06600201	0.02999078	0.026734808	0.05022861	0.06899482	0.03035797	0.064703494	0.044847734	0.08849075	0.032554343	0.034602284	0.078598686	0.05778648	0.054317236	0.043951936
MGBC105270	0.08039455	0.34746036	0.22810261	0.32043645	0.0767865	0.04200547	0.19656643	0.009041656	0.16527827	0.031819087	0.0855776	0.11364372	0.13050652	0.110986434	0.22065675	0.06710023	0.24557193	0.17009063	0.08882659	0.19272843	0.02240426	0.5108943
MGBC105279	0.0013297987	0.004658198	0.0034121654	0.0037557392	0.0011814245	0.004449705	0.0063954573	0.0010630846	0.0053810235	0.0057598655	0.0029901322	0.0016760061	0.003235611	0.0037598717	0.0035679587	0.0010990873	0.0035620572	0.002318786	0.00064547075	0.003312916	0.0024608627	0.0049958453
MGBC105282	0.0011310579	0.0007368961	0.0011620929	0.0005910598	0.00092291797	0.0005623222	0.00048255434	0.00049977476	0.0017219977	0.0013876457	0.00047195505	0.0017293	0.0016449473	0.0011546304	0.0008276324	0.0014736274	0.0023335721	0.0029915776	0.0014389317	0.0018447061	0.0016400176	0.0007509012
MGBC105284	0.000015229401	0	0.00003594925	0.000038102164	0	0.000036923404	0.000037409765	0	0.00006999765	0	0.00003482352	0.000096485186	0.00021275003	0.00016300086	0.00013400007	0.00016506088	0.00028825869	0.00059583894	0.000081752696	0.00012813865	0.000060183676	0
MGBC105311	0.13496518	0.041260816	0.06330797	0.07676036	0.10426278	0.061837092	0.053685013	0.15338445	0.04722328	0.046369463	0.07470731	0.085782096	0.044617195	0.09984797	0.078295	0.13500099	0.05092977	0.05391699	0.10682277	0.07415209	0.085515216	0.05349762
MGBC105340	0.0028970889	0.011141854	0.008900424	0.023277584	0.0062861573	0.02181424	0.031191789	0.0023280247	0.007727141	0.0056573013	0.0099112345	0.0025935357	0.0053822417	0.004584858	0.007082198	0.0021535694	0.010186765	0.0054056426	0.0011244931	0.0038702907	0.0033053441	0.021765942
MGBC105346	0.00006542886	0.016900903	0.006491329	0.0008414013	0.0010772015	0.0014125155	0.0027355875	0.00007353023	0.023338296	0.011565374	0.0025773058	0.000030728217	0.000014698403	0.000055410826	0.0000178854	0	0.0001401745	0.00015902407	0.000011144973	0	0	0.00008967218
MGBC105353	0.026258305	0.047241177	0.06375506	0.11042835	0.042617638	0.23840503	0.17363366	0.017859677	0.047584698	0.03990814	0.03796518	0.07137182	0.18026073	0.12870863	0.058401342	0.032098565	0.077173375	0.08377983	0.016172912	0.10696237	0.025978494	0.11494743
MGBC105355	0.034912046	0.096614614	0.080090925	0.08830776	0.018005922	0.039723426	0.07788405	0.005592039	0.06980846	0.0556674	0.07529829	0.02879702	0.08458878	0.091165386	0.107978046	0.047941953	0.19456005	0.12442509	0.10012869	0.04195375	0.06017015	0.072719924
MGBC105391	0.0016714501	0.0024615424	0.0019235173	0.0014338336	0.0020582245	0.00094861514	0.0013426756	0.0010638912	0.0016909211	0.0018703872	0.0028690358	0.0046673417	0.003167659	0.0025196779	0.001572356	0.0018514349	0.0033893802	0.005954995	0.00170822	0.007460626	0.0020136684	0.0016249883
MGBC105404	0.0007972096	0.0051582614	0.0040649003	0.0016279112	0.001343329	0.004222279	0.0039826212	0.0006382842	0.003924528	0.0042706057	0.003218414	0.0011047806	0.004170191	0.0024462522	0.0031891726	0.0008578112	0.0034772386	0.0023112888	0.0005143628	0.001274804	0.0013508522	0.001670843
MGBC105406	0.0006592499	0.008875029	0.00489687	0.004445404	0.0009901451	0.0027662031	0.0042262734	0.00045150245	0.0064078826	0.0031798193	0.006872456	0.007914581	0.0052857464	0.0021173907	0.03542347	0.007069497	0.007158512	0.0153573165	0.0023133866	0.0011846389	0.005095977	0.0021535316
MGBC105408	0.017849362	0.07614712	0.062043767	0.046160277	0.016036063	0.048694972	0.05842131	0.0037485273	0.04878263	0.053548522	0.051770344	0.025690673	0.05298054	0.02927961	0.04522124	0.010269433	0.058053624	0.026551308	0.0052057724	0.05050405	0.032414153	0.0821373
MGBC105438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGBC105482	0	0	0	0	0	0	0	0.000015663098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
